name, accident, accident_maxdev, max_dev, attack_start_from_init, aggr_start_from_init, accident_from_init, attack_start_from_init_time, aggr_start_from_init_time, accident_time, attack_duration, success_attack_duration, crash_x, crash_y, spoofed_gps_x, spoofed_gps_y, pos_diff, start_time_x, start_time_y
attack-rhs_1794_1886_0.3_1.2, 1, 2.405559, 72.388323, 976, 1068, 108059, 9.7500, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2267, 2382.2514, 1333.3103, 5.9629, 975.9900, 976.0100
attack-rhs_1795_1886_0.3_1.2, 1, 2.405773, 66.497280, 977, 1068, 108059, 9.7600, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5077, 1339.2269, 2382.2514, 1333.3103, 5.9631, 976.9800, 977.0100
attack-rhs_1796_1886_0.3_1.2, 1, 2.405771, 69.504386, 978, 1068, 108059, 9.7700, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5077, 1339.2269, 2382.2514, 1333.3103, 5.9631, 977.9900, 978.0100
attack-rhs_1797_1886_0.3_1.2, 1, 2.405432, 75.973799, 979, 1068, 108059, 9.7800, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2265, 2382.2514, 1333.3103, 5.9628, 978.9900, 979.0100
attack-rhs_1798_1886_0.3_1.2, 1, 2.405615, 73.606572, 980, 1068, 108059, 9.7900, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2267, 2382.2514, 1333.3103, 5.9630, 980.0100, 980.0100
attack-rhs_1799_1886_0.3_1.2, 1, 2.405560, 74.298120, 981, 1068, 108059, 9.8000, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2267, 2382.2514, 1333.3103, 5.9629, 981.0100, 981.0100
attack-rhs_1800_1886_0.3_1.2, 1, 2.405627, 73.675549, 982, 1068, 108059, 9.8100, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2267, 2382.2514, 1333.3103, 5.9630, 982.0100, 982.0100
attack-rhs_1801_1886_0.3_1.2, 1, 2.405532, 74.305752, 983, 1068, 108059, 9.8200, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2266, 2382.2514, 1333.3103, 5.9629, 983.0000, 983.0100
attack-rhs_1802_1886_0.3_1.2, 1, 2.405480, 75.484681, 984, 1068, 108059, 9.8300, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2266, 2382.2514, 1333.3103, 5.9629, 983.9900, 984.0100
attack-rhs_1803_1886_0.3_1.2, 1, 2.405521, 72.860182, 985, 1068, 108059, 9.8400, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2266, 2382.2514, 1333.3103, 5.9629, 984.9900, 985.0100
attack-rhs_1804_1886_0.3_1.2, 1, 2.405523, 75.272620, 986, 1068, 108059, 9.8500, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2266, 2382.2514, 1333.3103, 5.9629, 985.9900, 986.0100
attack-rhs_1805_1886_0.3_1.2, 1, 2.405594, 73.798286, 987, 1068, 108059, 9.8600, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2267, 2382.2514, 1333.3103, 5.9630, 986.9900, 987.0100
